Owner Name,Card Name,Set Name,Quantity,Purchase Price
Joe,Topsy Turvy,Unsanctioned,1,0.35
Joe,Havengul Laboratory // Havengul Mystery,Secret Lair Drop,1,3.99
Joe,Stagecoach Security,Outlaws of Thunder Junction,2,0.35
Joe,Evangel of Heliod,Kaldheim Commander,3,0.35
Joe,Ephara's Warden,Theros,5,0.35
Joe,Scholar of Athreos,Theros,1,0.35
Joe,Sandsteppe Outcast,Fate Reforged,5,0.35
Joe,Knight of Sorrows,Ravnica Allegiance,1,0.35
Joe,Alabaster Kirin,Khans of Tarkir,5,0.35
Joe,Abzan Battle Priest,March of the Machine Commander,1,0.59
Joe,Dazzling Ramparts,Khans of Tarkir,1,0.35
Joe,Fairgrounds Warden,Kaladesh,1,0.35
Joe,Pillardrop Rescuer,Strixhaven: School of Mages,2,0.35
Joe,Jeskai Student,Khans of Tarkir,3,0.35
Joe,Esquire of the King,The Lord of the Rings: Tales of Middle-earth,3,0.35
Joe,Cavalry Pegasus,Commander 2020,4,0.35
Joe,Tuinvale Guide,Wilds of Eldraine,2,0.35
Joe,Celestial Unicorn,Adventures in the Forgotten Realms,3,0.35
Joe,Selesnya Sentry,Return to Ravnica,3,0.35
Joe,Lowland Tracker,Legions,2,0.35
Joe,Flutterfox,Throne of Eldraine,2,0.35
Joe,Half-Elf Monk,Adventures in the Forgotten Realms,3,0.35
Joe,Arborea Pegasus,Adventures in the Forgotten Realms,4,0.35
Joe,Capashen Knight,Magic 2014,2,0.35
Joe,Ainok Bond-Kin,Commander Masters,3,0.35
Joe,Oreskos Swiftclaw,Core Set 2019,6,0.35
Joe,Pilgrim of the Ages,Strixhaven: School of Mages,2,0.35
Joe,Faerie Guidemother // Gift of the Fae,Throne of Eldraine,3,0.35
Joe,Gearshift Ace,Kaladesh,2,0.35
Joe,Loyal Warhound,Adventures in the Forgotten Realms,2,0.69
Joe,Gloom Stalker,Adventures in the Forgotten Realms,3,0.35
Joe,Soulmender,Core Set 2020,2,0.35
Joe,Concordia Pegasus,Return to Ravnica,3,0.35
Joe,Blink Dog,Adventures in the Forgotten Realms,3,0.35
Joe,Azorius Arrester,Ravnica: Clue Edition,2,0.35
Joe,Dawnbringer Cleric,Commander Legends: Battle for Baldur's Gate,5,0.35
Joe,Outlaw Medic,Outlaws of Thunder Junction,2,0.35
Joe,Sterling Keykeeper,Outlaws of Thunder Junction,3,0.35
Joe,Holy Cow,Outlaws of Thunder Junction,2,0.35
Joe,Benalish Sleeper,Dominaria United,2,0.35
Joe,Valorous Steed,Core Set 2021,3,0.35
Joe,Master of Diversion,Magic 2014,2,0.35
Joe,Gavony Dawnguard,Innistrad: Midnight Hunt,3,0.35
Joe,Errand-Rider of Gondor,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,"Faramir, Field Commander",The Lord of the Rings: Tales of Middle-earth,3,0.35
Joe,Nimble Hobbit,The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,Soldier of the Grey Host,The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,"Nadaar, Selfless Paladin",Adventures in the Forgotten Realms,1,0.79
Joe,Guardian of Faith,Adventures in the Forgotten Realms,1,7.49
Joe,Dragon's Disciple,Adventures in the Forgotten Realms,1,0.35
Joe,Eager First-Year,Strixhaven: School of Mages,1,0.35
Joe,Stonebinder's Familiar,Strixhaven: School of Mages,1,0.35
Joe,Pileated Provisioner,Bloomburrow,1,0.35
Joe,Haazda Vigilante,Murders at Karlov Manor,1,0.35
Joe,Sanctuary Wall,Murders at Karlov Manor,1,0.35
Joe,Indoctrination Attendant,Phyrexia: All Will Be One,1,0.35
Joe,Cursed Courtier,Wilds of Eldraine,1,0.35
Joe,Mesa Cavalier,Dominaria United,1,0.35
Joe,Kinsbaile Skirmisher,Duel Decks: Elspeth vs. Kiora,1,0.35
Joe,Prosperity Tycoon,Outlaws of Thunder Junction,1,0.35
Joe,Nurturing Pixie,Outlaws of Thunder Junction,1,0.59
Joe,Wall of One Thousand Cuts,Modern Horizons,1,0.35
Joe,Mysterious Pathlighter,Throne of Eldraine,1,0.35
Joe,Paragon of New Dawns,Magic 2015,1,0.35
Joe,Dawn Gryff,Eldritch Moon,1,0.35
Joe,Thraben Standard Bearer,Eldritch Moon,1,0.35
Joe,Silverflame Squire // On Alert,Throne of Eldraine,1,0.35
Joe,Lion Sash,Kamigawa: Neon Dynasty,1,2.79
Joe,Celestial Enforcer,Core Set 2021,1,0.35
Joe,"Arahbo, the First Fang",Foundations,1,0.99
Joe,Helpful Hunter,Foundations,1,0.35
Joe,Vanguard Seraph,Foundations,1,0.35
Joe,Hare Apparent,Foundations,1,5.99
Joe,Axgard Braggart,Kaldheim,1,0.35
Joe,Youthful Valkyrie,Foundations,1,0.35
Joe,Veteran Dungeoneer,Adventures in the Forgotten Realms,1,0.49
Joe,White Dragon,Adventures in the Forgotten Realms,3,0.35
Joe,Citizen's Arrest,Dominaria United,1,0.35
Joe,Ghostly Sentinel,Battle for Zendikar,1,0.35
Joe,Sun Sentinel,Core Set 2019,1,0.35
Joe,Martyr of Dusk,The Lost Caverns of Ixalan Commander,1,0.35
Joe,"Syr Alin, the Lion's Claw",Foundations,1,0.35
Joe,Lonesome Unicorn // Rider in Need,Throne of Eldraine,1,0.35
Joe,Champion of Arashin,Battlebond,1,0.35
Joe,Gloom Stalker,Adventures in the Forgotten Realms,2,0.49
Joe,Dawnbringer Cleric,Commander Legends: Battle for Baldur's Gate,1,0.49
Joe,Planar Ally,Adventures in the Forgotten Realms,1,0.49
Joe,Stalwart Aven,Iconic Masters,1,0.35
Joe,Veteran Dungeoneer,Adventures in the Forgotten Realms,1,0.35
Joe,Armored Armadillo,Outlaws of Thunder Junction,1,0.35
Joe,Woodland Acolyte // Mend the Wilds,Wilds of Eldraine,1,0.35
Joe,Ardenvale Tactician // Dizzying Swoop,Throne of Eldraine,1,0.35
Joe,Unassuming Sage,Wilds of Eldraine,1,0.35
Joe,Archon of Absolution,Throne of Eldraine,1,0.35
Joe,Clarion Spirit,Kaldheim,1,0.35
Joe,Doomskar Oracle,Kaldheim,1,0.35
Joe,Goldmaw Champion,Kaldheim,1,0.35
Joe,Staunch Shieldmate,Core Set 2021,1,0.35
Joe,Codespell Cleric,Kaldheim,1,0.35
Joe,East-Mark Cavalier,The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,Westfold Rider,The Lord of the Rings: Tales of Middle-earth,3,0.35
Joe,Trained Arynx,Outlaws of Thunder Junction,3,0.35
Joe,Bounding Felidar,Outlaws of Thunder Junction,1,0.35
Joe,Shepherd of the Clouds,Outlaws of Thunder Junction,1,0.35
Joe,Frontier Seeker,Outlaws of Thunder Junction,1,0.35
Joe,Stockpiling Celebrant,Wilds of Eldraine,1,0.35
Joe,Rimefur Reindeer,Wilds of Eldraine,1,0.35
Joe,Frostbridge Guard,Wilds of Eldraine,1,0.35
Joe,Ampryn Tactician,Magic Origins,1,0.35
Joe,Relic Seeker,Commander Legends,1,0.49
Joe,Tireless Missionaries,Magic 2015,1,0.35
Joe,Containment Priest,Core Set 2021,1,0.49
Joe,Falconer Adept,Core Set 2021,1,0.35
Joe,Charming Prince,Foundations,1,1.79
Joe,Hotshot Mechanic,Kamigawa: Neon Dynasty,1,0.35
Joe,Favored Hoplite,Theros,2,0.35
Joe,Flaming Fist Officer,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Bane's Invoker,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Moon-Blessed Cleric,Adventures in the Forgotten Realms,2,0.69
Joe,Wingmate Roc,Commander 2019,1,0.99
Joe,Angel of the God-Pharaoh,Hour of Devastation,1,0.35
Joe,Lone Rider // It That Rides as One,Eldritch Moon,1,0.35
Joe,Wall of Resurgence,Oath of the Gatewatch,1,0.35
Joe,Auramancer,Duskmourn: House of Horror Commander,1,0.35
Joe,Wall of Omens,Murders at Karlov Manor Commander,1,0.79
Joe,Arbiter of Knollridge,Commander Anthology Volume II,1,0.49
Joe,Great-Horn Krushok,Fate Reforged,1,0.35
Joe,Herald of Dromoka,Dragons of Tarkir,1,0.35
Joe,Sandcrafter Mage,Dragons of Tarkir,1,0.35
Joe,Sandstorm Charger,Dragons of Tarkir,1,0.35
Joe,Kor Sanctifiers,Commander 2015,1,0.35
Joe,Sage-Eye Harrier,Khans of Tarkir,1,0.35
Joe,Aven Tactician,Dragons of Tarkir,1,0.35
Joe,Kithkin Greatheart,Modern Masters,1,0.35
Joe,Daring Skyjek,GRN Guild Kit,1,0.35
Joe,War Behemoth,Khans of Tarkir,1,0.35
Joe,Warclamp Mastiff,Magic 2013,1,0.35
Joe,Knight of the Skyward Eye,Masters 25,1,0.49
Joe,Majestic Heliopterus,The Lost Caverns of Ixalan Commander,1,0.35
Joe,Wandering Champion,Ultimate Masters,1,0.35
Joe,Farsight Adept,Zendikar Rising,1,0.35
Joe,Expedition Healer,Zendikar Rising,1,0.35
Joe,Master of Pearls,Murders at Karlov Manor Commander,1,0.49
Joe,Aetherstorm Roc,Modern Horizons 3 Commander,1,0.49
Joe,Precinct Captain,Archenemy: Nicol Bolas,1,0.59
Joe,Daring Archaeologist,Dominaria,1,0.49
Joe,Roving Harper,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Chaplain of Alms // Chapel Shieldgeist,Innistrad: Midnight Hunt,1,0.35
Joe,Fleeting Spirit,Innistrad: Crimson Vow,1,0.35
Joe,Panicked Bystander // Cackling Culprit,Innistrad: Crimson Vow,1,0.35
Joe,Gryffwing Cavalry,Innistrad: Crimson Vow,1,0.35
Joe,Ambitious Farmhand // Seasoned Cathar,Innistrad Remastered,1,0.35
Joe,Bereaved Survivor // Dauntless Avenger,Innistrad: Midnight Hunt,3,0.35
Joe,Angelic Quartermaster,Innistrad: Crimson Vow,1,0.35
Joe,Ollenbock Escort,Innistrad: Crimson Vow,1,0.35
Joe,"Farideh, Devil's Chosen",Adventures in the Forgotten Realms,1,0.35
Joe,Celestial Unicorn,Adventures in the Forgotten Realms,1,0.35
Joe,Tabaxi Toucaneers,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,"Lulu, Loyal Hollyphant",Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,"Ellyn Harbreeze, Busybody",Commander Legends: Battle for Baldur's Gate,2,0.35
Joe,"Abdel Adrian, Gorion's Ward",Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,"Ellyn Harbreeze, Busybody",Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Blessed Hippogriff // Tyr's Blessing,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Windshaper Planetar,Commander Legends: Battle for Baldur's Gate,1,0.49
Joe,Pegasus Guardian // Rescue the Foal,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Inspiring Leader,Commander Legends: Battle for Baldur's Gate,1,0.69
Joe,Scouting Hawk,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,"Abdel Adrian, Gorion's Ward",Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Rescuer Chwinga,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Beskir Shieldmate,Kaldheim,1,0.35
Joe,Giant Ox,Kaldheim,1,0.35
Joe,Gods' Hall Guardian,Kaldheim,1,0.35
Joe,Master Skald,Kaldheim,1,0.35
Joe,Phalanx Vanguard,The Brothers' War,3,0.35
Joe,Trusty Companion,Kaladesh,2,0.35
Joe,Bartered Cow,Throne of Eldraine,1,0.35
Joe,Devoted Paladin,Adventures in the Forgotten Realms,4,0.35
Joe,Serra Angel,Foundations,2,0.35
Joe,Concordia Pegasus,Core Set 2021,3,0.35
Joe,Protector of Gondor,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Stalwart Valkyrie,Kaldheim,3,0.35
Joe,Ajani's Pridemate,Core Set 2019,2,0.35
Joe,Guardian Naga // Banishing Coils,Commander Legends: Battle for Baldur's Gate,2,0.35
Joe,Firehoof Cavalry,Khans of Tarkir,2,0.35
Joe,Angelic Observer,Streets of New Capenna,2,0.35
Joe,Story Seeker,Kaldheim,4,0.35
Joe,Ingenious Smith,Adventures in the Forgotten Realms,3,0.35
Joe,Dragon Bell Monk,Iconic Masters,2,0.35
Joe,"Éowyn, Lady of Rohan",The Lord of the Rings: Tales of Middle-earth,4,0.35
Joe,Bridled Bighorn,Outlaws of Thunder Junction,4,0.35
Joe,Cloister Gargoyle,Adventures in the Forgotten Realms,3,0.35
Joe,Eagles of the North,The Lord of the Rings: Tales of Middle-earth,2,0.39
Joe,Arborea Pegasus,Adventures in the Forgotten Realms,2,0.35
Joe,Gallant Pie-Wielder,Wilds of Eldraine,2,0.35
Joe,"Vorinclex, Monstrous Raider",Kaldheim,1,74.99
Joe,Warren Warleader,Bloomburrow,1,4.99
Joe,Hare Apparent,Foundations,1,5.99
Joe,Guardian of Faith,Adventures in the Forgotten Realms,3,7.49
Joe,Flame of Anor,The Lord of the Rings: Tales of Middle-earth,1,7.49
Joe,Annie Joins Up,Outlaws of Thunder Junction,1,5.49
Joe,"Arlinn, the Pack's Hope // Arlinn, the Moon's Fury",Innistrad: Midnight Hunt,1,4.49
Joe,"Talion, the Kindly Lord",Wilds of Eldraine,1,6.99
Joe,Collector's Cage,The Big Score,1,6.99
Joe,The Book of Exalted Deeds,Adventures in the Forgotten Realms,1,7.49
Joe,Temporary Lockdown,Dominaria United,1,6.49
Joe,Penance,Exodus,2,6.99
Joe,Dawn of a New Age,The Lord of the Rings: Tales of Middle-earth,1,4.49
Joe,Teleportation Circle,Adventures in the Forgotten Realms,1,15.99
Joe,Poet's Quill,Strixhaven: School of Mages,1,0.49
Joe,Visage of Dread // Dread Osseosaur,The Lost Caverns of Ixalan,1,0.35
Joe,Vorpal Sword,Adventures in the Forgotten Realms,3,2.29
Joe,Sphere of Annihilation,Adventures in the Forgotten Realms,1,0.49
Joe,"Grond, the Gatebreaker",The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Corpse Churn,Commander Legends,1,0.35
Joe,Offer Immortality,Foundations,1,1.29
Joe,Candy Grapple,Wilds of Eldraine,1,0.35
Joe,Highland Forest,Commander Legends: Battle for Baldur's Gate,1,0.79
Joe,Dark Ritual,Duel Decks: Phyrexia vs. the Coalition,1,3.99
Joe,Extinguish the Light,Dominaria United,1,0.49
Joe,Whisper of the Dross,Phyrexia: All Will Be One,1,0.35
Joe,Pharika's Libation,Theros Beyond Death,1,0.35
Joe,Vraska's Fall,Phyrexia: All Will Be One,1,0.39
Joe,Ulcerate,Iconic Masters,1,0.35
Joe,Drag Down,Modern Masters,1,0.35
Joe,Annihilate,Eternal Masters,1,0.35
Joe,Unholy Hunger,Ultimate Masters,1,0.35
Joe,Without Weakness,Hour of Devastation,1,0.35
Joe,Peppersmoke,Modern Masters,1,0.35
Joe,Murderous Cut,Khans of Tarkir,1,0.49
Joe,Ghastly Demise,Commander Legends,1,0.35
Joe,Feast of Dreams,Journey into Nyx,2,0.35
Joe,Bleed Dry,Innistrad: Crimson Vow,1,0.35
Joe,Eye Gouge,Born of the Gods,2,0.35
Joe,Launch Party,Return to Ravnica,2,0.35
Joe,Reaping the Graves,Scourge,1,1.29
Joe,Final Death,Theros Beyond Death,1,0.35
Joe,Vile Rebirth,Magic 2014,3,0.35
Joe,Flunk,Strixhaven: School of Mages,1,0.35
Joe,Umbral Juke,Strixhaven: School of Mages,1,0.35
Joe,Necrotic Wound,Guilds of Ravnica,1,0.35
Joe,Extinguish the Light,Dominaria United,1,0.35
Joe,Cast Down,Commander Legends: Battle for Baldur's Gate,1,0.69
Joe,Armor of Shadows,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Fake Your Own Death,Foundations,1,0.49
Joe,Plumb the Forbidden,Bloomburrow Commander,1,1.99
Joe,Cower in Fear,Modern Masters 2017,1,0.35
Joe,Feed the Cauldron,Wilds of Eldraine,1,0.35
Joe,Needlebite Trap,Zendikar,1,0.35
Joe,Clear the Stage,Ravnica Allegiance,1,0.35
Joe,Blood Pact,Innistrad: Midnight Hunt,1,0.35
Joe,Gollum's Bite,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Nasty End,The Lord of the Rings: Tales of Middle-earth,4,0.35
Joe,Eyeblight's Ending,Double Masters 2022,1,0.35
Joe,Cremate,Invasion,1,0.35
Joe,Festive Funeral,Throne of Eldraine,1,0.35
Joe,Deal Gone Bad,Ravnica: Clue Edition,1,0.35
Joe,Grasp of Darkness,Core Set 2021,1,0.35
Joe,Feign Death,Adventures in the Forgotten Realms,1,1.99
Joe,Unexpected Fangs,Ikoria: Lair of Behemoths,1,0.35
Joe,Last Kiss,Duel Decks: Jace vs. Vraska,1,0.35
Joe,Dark Bargain,Ikoria: Lair of Behemoths,1,0.35
Joe,Blood Curdle,Ikoria: Lair of Behemoths,1,0.35
Joe,Grisly Spectacle,Iconic Masters,1,0.35
Joe,Devour Flesh,Gatecrash,1,0.35
Joe,Bake into a Pie,Foundations,1,0.35
Joe,Reach of Shadows,Fate Reforged,1,0.35
Joe,Douse in Gloom,Fate Reforged,1,0.35
Joe,Murder,Core Set 2019,1,0.35
Joe,Baleful Mastery,Outlaws of Thunder Junction Commander,1,0.69
Joe,Festerleech,Murders at Karlov Manor,1,0.35
Joe,Returned Phalanx,Masters 25,1,0.35
Joe,Siege Zombie,Innistrad Remastered,1,0.35
Joe,Poison the Cup,Kaldheim,2,0.35
Joe,Tergrid's Shadow,Kaldheim,1,0.35
Joe,Feed the Serpent,Kaldheim,1,0.35
Joe,Skulduggery,Outlaws of Thunder Junction,1,0.35
Joe,Not Dead After All,Wilds of Eldraine,1,0.99
Joe,Taken by Nightmares,Wilds of Eldraine,1,0.35
Joe,Bitter Downfall,The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,Disfigure,Double Masters 2022,1,0.35
Joe,Eliminate,Strixhaven Mystical Archive,1,0.35
Joe,Village Rites,The Lost Caverns of Ixalan Commander,1,0.79
Joe,Demonic Gifts,Kaldheim,2,0.35
Joe,Anoint with Affliction,Phyrexia: All Will Be One,2,1.29
Joe,Flesh to Dust,Magic Origins,3,0.35
Joe,Corrupted Conviction,Outlaws of Thunder Junction,2,0.69
Joe,Lash of Malice,Strixhaven: School of Mages,2,0.35
Joe,Consuming Ashes,Outlaws of Thunder Junction,2,0.35
Joe,Throttle,Khans of Tarkir,2,0.35
Joe,Wring Flesh,Magic 2014,2,0.35
Joe,Murder,Commander Legends,4,0.35
Joe,Professor's Warning,Strixhaven: School of Mages,2,0.35
Joe,Unfortunate Accident,Outlaws of Thunder Junction,2,0.35
Joe,Thieves' Tools,Commander Legends: Battle for Baldur's Gate,2,0.35
Joe,Power Word Kill,Adventures in the Forgotten Realms,2,0.35
Joe,Altar's Reap,Commander Anthology,2,0.35
Joe,Ashnod's Intervention,The Brothers' War,3,0.35
Joe,Feign Death,Adventures in the Forgotten Realms,2,1.49
Joe,Price of Fame,Murders at Karlov Manor Commander,2,0.35
Joe,Rowan's Grim Search,Wilds of Eldraine,3,0.35
Joe,Nocturnal Hunger,Bloomburrow,2,0.35
Joe,Eyes of the Beholder,Adventures in the Forgotten Realms,2,0.35
Joe,Crushing Disappointment,Strixhaven: School of Mages,2,0.35
Joe,Necrobite,Born of the Gods,3,0.35
Joe,Rat Out,Wilds of Eldraine,2,0.35
Joe,Desert's Due,Outlaws of Thunder Junction,2,0.35
Joe,Mob,Modern Horizons,2,0.35
Joe,Deadly Dispute,Bloomburrow Commander,2,1.49
Joe,Cremate,Return to Ravnica,3,0.35
Joe,Cruel Feeding,Journey into Nyx,2,0.35
Joe,Essence Extraction,Kaladesh,2,0.35
Joe,Lash of Thorns,Throne of Eldraine,2,0.35
Joe,Ray of Enfeeblement,Adventures in the Forgotten Realms,3,0.35
Joe,Battle-Rage Blessing,Dominaria United,2,0.35
Joe,Debt to the Kami,Kamigawa: Neon Dynasty,2,0.35
Joe,Isildur's Fateful Strike,The Lord of the Rings: Tales of Middle-earth,1,0.49
Joe,Hopeless Nightmare,Wilds of Eldraine,1,0.59
Joe,Inevitable End,Theros Beyond Death,1,0.35
Joe,Zombie Infestation,Dominaria Remastered,1,0.35
Joe,Dead Man's Chest,Forgotten Realms Commander,1,0.69
Joe,Clutch of Undeath,Scourge,1,0.35
Joe,Contaminated Ground,Gatecrash,1,0.35
Joe,Sadistic Glee,Battle Royale Box Set,1,8.49
Joe,Quag Sickness,Magic 2014,2,0.35
Joe,Minion's Return,Theros Beyond Death,1,0.35
Joe,Okiba Reckoner Raid // Nezumi Road Captain,Kamigawa: Neon Dynasty,1,0.35
Joe,Elspeth's Nightmare,Theros Beyond Death,1,0.35
Joe,The Witch's Vanity,Wilds of Eldraine,1,0.35
Joe,Deviant Glee,Return to Ravnica,1,0.35
Joe,Molting Snakeskin,Khans of Tarkir,1,0.35
Joe,Scourgemark,Theros,1,0.35
Joe,Dark Tutelage,Wilds of Eldraine: Enchanting Tales,1,0.35
Joe,Curse of Oblivion,Innistrad,1,0.35
Joe,Debilitating Injury,Khans of Tarkir,5,0.35
Joe,Erebos's Emissary,Theros,3,0.35
Joe,Twisted Embrace,Kamigawa: Neon Dynasty,1,0.35
Joe,March from the Black Gate,The Lord of the Rings: Tales of Middle-earth,3,0.35
Joe,Oath of the Grey Host,The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,Unhallowed Pact,Duel Decks: Nissa vs. Ob Nixilis,1,0.35
Joe,Revenge of Ravens,Throne of Eldraine,1,0.99
Joe,Heartless Summoning,Innistrad Remastered,1,0.49
Joe,Warlock Class,Adventures in the Forgotten Realms,3,0.35
Joe,Genju of the Fens,Duel Decks Anthology: Garruk vs. Liliana,1,0.35
Joe,Necromantic Thirst,Conspiracy,1,0.35
Joe,Mark of the Vampire,Ixalan,1,0.35
Joe,Ancestral Vengeance,Fate Reforged,1,0.35
Joe,Clawing Torment,Kamigawa: Neon Dynasty,1,0.35
Joe,Dogged Pursuit,Kaldheim,1,0.35
Joe,Rune of Mortality,Kaldheim,1,0.35
Joe,Scion of Halaster,Commander Legends: Battle for Baldur's Gate,3,0.35
Joe,Precipitous Drop,Adventures in the Forgotten Realms,1,0.49
Joe,Oath of the Grey Host,The Lord of the Rings: Tales of Middle-earth,1,0.49
Joe,March from the Black Gate,The Lord of the Rings: Tales of Middle-earth,1,0.79
Joe,Sanctum of Stone Fangs,Core Set 2021,1,1.99
Joe,Polluted Bonds,Wilds of Eldraine: Enchanting Tales,1,2.29
Joe,Call of the Ring,The Lord of the Rings: Tales of Middle-earth,1,3.99
Joe,Live Fast,Kaladesh,1,0.35
Joe,Annihilating Glare,Phyrexia: All Will Be One,1,0.35
Joe,Lich-Knights' Conquest,Wilds of Eldraine,1,1.99
Joe,Psychic Whorl,Bloomburrow,1,0.35
Joe,Choking Miasma,Dominaria United,1,0.35
Joe,Duress,Foundations,1,0.49
Joe,Sovereign's Bite,Core Set 2019,2,0.35
Joe,Forest,Ixalan,1,0.35
Joe,Waking Nightmare,Modern Masters 2015,1,0.49
Joe,Deliver Unto Evil,War of the Spark,1,0.49
Joe,Sip of Hemlock,Theros,1,0.35
Joe,Lethal Sting,Hour of Devastation,2,0.35
Joe,Tundra Wolves,Tenth Edition,1,0.35
Joe,Urborg Uprising,Dominaria Remastered,1,0.35
Joe,Ichor Slick,Dominaria Remastered,1,0.35
Joe,Bone Splinters,Core Set 2020,1,0.35
Joe,Reave Soul,Iconic Masters,1,0.35
Joe,Shadow Slice,Gatecrash,1,0.35
Joe,Grisly Ritual,Innistrad: Crimson Vow,1,0.35
Joe,Macabre Waltz,Foundations,1,0.35
Joe,Return from Extinction,Modern Horizons,1,0.35
Joe,Liturgy of Blood,Battlebond,1,0.35
Joe,Mind Rot,Seventh Edition,1,0.35
Joe,Destroy the Evidence,Return to Ravnica,1,0.35
Joe,Marsh Casualties,Duel Decks: Zendikar vs. Eldrazi,1,0.35
Joe,Mage Hunters' Onslaught,Strixhaven: School of Mages,1,0.35
Joe,Morbid Plunder,Mirrodin Besieged,1,0.35
Joe,Devour Intellect,Adventures in the Forgotten Realms,1,0.35
Joe,Agonizing Remorse,Strixhaven Mystical Archive,1,0.35
Joe,Deadly Visit,Guilds of Ravnica,1,0.35
Joe,Never Happened,Guilds of Ravnica,1,0.35
Joe,Agonizing Remorse,Theros Beyond Death,1,0.35
Joe,Infest,Ravnica: Clue Edition,1,0.35
Joe,Cloudkill,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Gravedig,Modern Horizons 3,1,0.35
Joe,Ambition's Cost,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Arms of Hadar,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Seeker's Folly,Foundations,1,0.35
Joe,Pilfer,Foundations,1,0.35
Joe,Macabre Waltz,Magic Origins,1,0.35
Joe,Go Blank,Strixhaven: School of Mages,1,0.49
Joe,Essence Infusion,Strixhaven: School of Mages,1,0.35
Joe,Back for Seconds,Wilds of Eldraine,1,0.35
Joe,Unburial Rites,Double Masters 2022,1,0.35
Joe,Reckoner Shakedown,Kamigawa: Neon Dynasty,1,0.35
Joe,Shatter the Oath,Wilds of Eldraine,1,0.35
Joe,Eriette's Whisper,Wilds of Eldraine,1,0.35
Joe,Mind Rake,Modern Horizons,1,0.35
Joe,Hunt for Specimens,Strixhaven: School of Mages,1,0.35
Joe,Dead Revels,Ravnica Allegiance,1,0.35
Joe,Lash of the Balrog,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Legion's End,Core Set 2020,1,0.49
Joe,Foreboding Fruit,Throne of Eldraine,1,0.35
Joe,Cruelclaw's Heist,Bloomburrow,1,0.79
Joe,Illicit Shipment,Streets of New Capenna,1,0.35
Joe,Weigh Down,Kaldheim,1,0.35
Joe,Sanguine Indulgence,Foundations,1,0.39
Joe,Specter's Shriek,Throne of Eldraine,1,0.35
Joe,Vraska's Scorn,Rivals of Ixalan,1,0.49
Joe,Bankrupt in Blood,Ravnica Allegiance,1,0.35
Joe,Defeat,Dragons of Tarkir,5,0.35
Joe,Atrocious Experiment,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Die Young,Kaladesh,1,0.35
Joe,Rakshasa's Secret,Khans of Tarkir,1,0.35
Joe,Raven's Crime,Modern Masters,5,0.49
Joe,Cemetery Recruitment,Foundations,1,0.79
Joe,Skull Raid,Kaldheim,1,0.35
Joe,Fates' Reversal,Adventures in the Forgotten Realms,1,0.35
Joe,Hoard Robber,Adventures in the Forgotten Realms,3,0.35
Joe,Rolling Spoil,Ravnica: City of Guilds,1,0.35
Joe,Sam's Desperate Rescue,The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,Prying Questions,Eldritch Moon,1,0.35
Joe,Whispers of Emrakul,Eldritch Moon,1,0.49
Joe,Danse Macabre,Forgotten Realms Commander,1,2.49
Joe,Sign in Blood,Duskmourn: House of Horror Commander,1,0.59
Joe,Necrotic Fumes,Strixhaven: School of Mages,1,0.35
Joe,Certain Death,Welcome Deck 2017,1,0.35
Joe,Ruthless Disposal,Eldritch Moon,1,0.35
Joe,Skull Raid,Kaldheim,1,0.49
Joe,The Torment of Gollum,The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,The Black Breath,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Sinister Possession,Dragon's Maze,7,0.35
Joe,Font of Return,Journey into Nyx,2,0.35
Joe,Spiteful Shadows,Dark Ascension,5,0.35
Joe,Weight of the Underworld,Magic Origins,2,0.35
Joe,Nyx Infusion,Journey into Nyx,3,0.35
Joe,Infectious Inquiry,Phyrexia: All Will Be One,2,0.49
Joe,Precipitous Drop,Adventures in the Forgotten Realms,4,0.35
Joe,Boon of Emrakul,Eldritch Moon,2,0.35
