Owner Name,Card Name,Set Name,Quantity,Purchase Price
Joe,Elementalist Adept,Foundations,1,0.35
Joe,Hypnotic Sprite // Mesmeric Glare,Throne of Eldraine,1,0.35
Joe,Beluna's Gatekeeper // Entry Denied,Wilds of Eldraine,1,0.35
Joe,"Meneldor, Swift Savior",The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,Living Lectern,Wilds of Eldraine,1,0.35
Joe,Vortex Runner,Strixhaven: School of Mages,1,0.35
Joe,Symmetry Sage,Strixhaven: School of Mages,1,0.35
Joe,Stormscape Master,Invasion,1,0.69
Joe,Kraken Hatchling,Battlebond,1,0.35
Joe,Backstreet Bruiser,Streets of New Capenna,1,0.35
Joe,Mordenkainen,Adventures in the Forgotten Realms,1,2.79
Joe,Ioreth of the Healing House,The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,Grey Havens Navigator,The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,Knights of Dol Amroth,The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,Saruman the White,The Lord of the Rings: Tales of Middle-earth,3,0.35
Joe,Sworn Guardian,Rivals of Ixalan,1,0.35
Joe,Aether Theorist,Kaladesh,3,0.35
Joe,Skitter Eel,Ravnica: Clue Edition,1,0.35
Joe,Coral Commando,Ravnica Allegiance,1,0.35
Joe,Octoprophet,Core Set 2020,1,0.35
Joe,Faerie Seer,Wilds of Eldraine Commander,1,1.29
Joe,Man-o'-War,Dominaria Remastered,1,0.35
Joe,Windcaller Aven,Commander Masters,1,0.35
Joe,Opal Lake Gatekeepers,Dragon's Maze,1,0.35
Joe,Retrieval Agent,The Brothers' War,1,0.35
Joe,Air Marshal,The Brothers' War,1,0.35
Joe,Runewing,Return to Ravnica,1,0.35
Joe,Crosstown Courier,Duel Decks: Jace vs. Vraska,1,0.35
Joe,Thought Shucker,Bloomburrow,1,0.35
Joe,Serpent of the Endless Sea,Magic 2010,1,0.35
Joe,Zephyr Sprite,Magic 2010,1,0.35
Joe,Wall of Mist,Core Set 2019,1,0.35
Joe,War-Wing Siren,Journey into Nyx,1,0.35
Joe,Watcher in the Mist,Ravnica: Clue Edition,1,0.35
Joe,Dimir Informant,Guilds of Ravnica,1,0.35
Joe,Citywatch Sphinx,Guilds of Ravnica,1,0.35
Joe,Brine Giant,Theros Beyond Death,1,0.35
Joe,Pseudodragon Familiar,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Triton Waverider,Theros Beyond Death,1,0.35
Joe,Firmament Sage,Innistrad: Midnight Hunt,1,0.35
Joe,Nebelgast Intruder,Innistrad: Midnight Hunt,1,0.35
Joe,Towering-Wave Mystic,Theros Beyond Death,1,0.35
Joe,Witness of Tomorrows,Theros Beyond Death,1,0.35
Joe,Covetous Castaway // Ghostly Castigator,Innistrad Remastered,1,0.35
Joe,Eidolon of Philosophy,Theros Beyond Death,1,0.35
Joe,Scholar of Stars,Commander Legends,1,0.35
Joe,Gearseeker Serpent,Kaladesh,3,0.35
Joe,Tymora's Invoker,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Makeshift Mauler,Innistrad Remastered,5,0.35
Joe,Bellowing Crier,Bloomburrow,1,0.35
Joe,Cold Case Cracker,Murders at Karlov Manor,1,0.35
Joe,Steelclad Spirit,Innistrad: Crimson Vow,1,0.35
Joe,Snaremaster Sprite,Wilds of Eldraine,1,0.35
Joe,Stormkeld Prowler,Wilds of Eldraine,1,0.35
Joe,Diminisher Witch,Wilds of Eldraine,1,0.35
Joe,Galvanic Giant // Storm Reading,Wilds of Eldraine,1,0.35
Joe,Soulknife Spy,Adventures in the Forgotten Realms,1,0.35
Joe,Shriekgeist,Iconic Masters,1,0.35
Joe,Headwater Sentries,Ixalan,1,0.35
Joe,Vedalken Engineer,Neon Dynasty Commander,1,0.35
Joe,Doorkeeper,Iconic Masters,1,0.35
Joe,Sand Squid,Mercadian Masques,1,0.59
Joe,Siren Stormtamer,The Lost Caverns of Ixalan Commander,1,0.69
Joe,Horizon Scholar,Commander Legends,1,0.35
Joe,Deadeye Quartermaster,Ixalan,1,0.49
Joe,Slippery Scoundrel,Rivals of Ixalan,1,0.35
Joe,Possessed Aven,Torment,1,0.49
Joe,Nimbleclaw Adept,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Feywild Caretaker,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Cascade Seer,Zendikar Rising,1,0.35
Joe,Faerie Squadron,Invasion,1,0.35
Joe,Corridor Monitor,Double Masters,1,0.35
Joe,Fortress Crab,Core Set 2020,1,0.35
Joe,Frolicking Familiar // Blow Off Steam,Wilds of Eldraine,1,0.35
Joe,Elusive Otter // Grove's Bounty,Wilds of Eldraine,1,0.49
Joe,Blufferfish,Unfinity,1,0.35
Joe,Phantasmal Bear,Masters 25,1,0.35
Joe,Merfolk Looter,Duel Decks: Merfolk vs. Goblins,1,0.39
Joe,Academy Journeymage,Dominaria,1,0.35
Joe,Vedalken Blademaster,Kaladesh,1,0.35
Joe,Hightide Hermit,Kaladesh,1,0.35
Joe,Jwar Isle Avenger,Oath of the Gatewatch,1,0.35
Joe,Prophet of Distortion,Oath of the Gatewatch,1,0.35
Joe,Flitterstep Eidolon,Born of the Gods,1,0.35
Joe,Spore Cloud,Fallen Empires,1,0.35
Joe,Leapfrog,Ravnica: Clue Edition,1,0.35
Joe,Passwall Adept,Guilds of Ravnica,1,0.35
Joe,Vedalken Mesmerist,Ravnica Remastered,1,0.35
Joe,Trophy Mage,Duel Decks: Elves vs. Inventors,1,0.99
Joe,Sapphire Dragon // Psionic Pulse,Commander Legends: Battle for Baldur's Gate,1,0.49
Joe,Dungeon Geists,Core Set 2020,1,0.49
Joe,Giant Tortoise,Eternal Masters,1,0.35
Joe,Phantom Monster,Iconic Masters,1,0.35
Joe,Phyrexian Ingester,Commander Masters,1,0.35
Joe,Murder of Crows,Commander Masters,1,0.35
Joe,Air Elemental,Core Set 2020,1,0.35
Joe,Moat Piranhas,Core Set 2020,1,0.35
Joe,Cunning Survivor,Hour of Devastation,1,0.35
Joe,Sweep Away,Oath of the Gatewatch,1,0.35
Joe,Jeskai Elder,Double Masters 2022,1,0.35
Joe,Aarakocra Sneak,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Sea Hag // Aquatic Ingress,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Juvenile Mist Dragon,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Illithid Harvester // Plant Tadpoles,Commander Legends: Battle for Baldur's Gate,1,0.69
Joe,Oceanus Dragon,Commander Legends: Battle for Baldur's Gate,2,0.35
Joe,"Imoen, Mystic Trickster",Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Sword Coast Serpent // Capsizing Wave,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Rimeshield Frost Giant,Adventures in the Forgotten Realms,1,0.35
Joe,Decimator Web,Mirrodin Besieged,1,0.59
Joe,Displacer Beast,Adventures in the Forgotten Realms,1,0.35
Joe,Clockwork Beast,Fifth Edition,1,0.49
Joe,Blue Dragon,Adventures in the Forgotten Realms,1,0.35
Joe,Arcane Investigator,Adventures in the Forgotten Realms,1,0.35
Joe,Wild Nacatl,Duel Decks: Ajani vs. Nicol Bolas,1,0.69
Joe,"Gandalf, Friend of the Shire",The Lord of the Rings: Tales of Middle-earth,1,0.35
Joe,Steelgaze Griffin,Throne of Eldraine,2,0.35
Joe,Roaming Ghostlight,Ravnica: Clue Edition,1,0.35
Joe,Teferi's Protege,Core Set 2021,1,0.35
Joe,Animating Faerie // Bring to Life,Throne of Eldraine,1,0.35
Joe,Salvager of Secrets,Core Set 2019,1,0.35
Joe,Eyekite,Modern Horizons,1,0.35
Joe,Wishful Merfolk,Throne of Eldraine,1,0.35
Joe,Djinn of the Fountain,Dominaria United,1,0.35
Joe,Haunting Figment,Dominaria United,1,0.35
Joe,Iceberg Cancrix,Modern Horizons,1,0.35
Joe,Clever Conjurer,Adventures in the Forgotten Realms,1,0.35
Joe,Frostpeak Yeti,Kaldheim,1,0.35
Joe,Waker of Waves,Core Set 2021,1,0.35
Joe,Inventive Iteration // Living Breakthrough,Kamigawa: Neon Dynasty,1,0.49
Joe,Loan Shark,Outlaws of Thunder Junction,1,0.35
Joe,Shackle Slinger,Outlaws of Thunder Junction,1,0.35
Joe,Voidwielder,Return to Ravnica,1,0.35
Joe,Harrier Strix,Outlaws of Thunder Junction,1,0.35
Joe,Spellweaver Eternal,Hour of Devastation,1,0.35
Joe,Slickshot Lockpicker,Outlaws of Thunder Junction,1,0.35
Joe,Mobilizer Mech,Kamigawa: Neon Dynasty,1,0.35
Joe,Armguard Familiar,Kamigawa: Neon Dynasty,1,0.35
Joe,Spring Splasher,Outlaws of Thunder Junction,1,0.35
Joe,Djinn of Fool's Fall,Outlaws of Thunder Junction,1,0.35
Joe,Wanderlight Spirit,Innistrad: Crimson Vow,1,0.35
Joe,Network Disruptor,Kamigawa: Neon Dynasty,1,0.35
Joe,Razzle-Dazzler,Outlaws of Thunder Junction,1,0.35
Joe,Faerie Vandal,Zendikar Rising Commander,1,0.35
Joe,Archive Dragon,Wilds of Eldraine,1,0.35
Joe,Wishcoin Crab,Core Set 2021,1,0.35
Joe,Keen Glidemaster,Core Set 2021,1,0.35
Joe,Lantern Bearer // Lanterns' Lift,Innistrad Remastered,1,0.35
Joe,Riptide Turtle,Theros Beyond Death,2,0.35
Joe,Daring Thunder-Thief,Outlaws of Thunder Junction,2,0.35
Joe,Oona's Grace,Commander 2019,3,0.35
Joe,Convolute,Core Set 2020,2,0.35
Joe,Wall of Mist,Guilds of Ravnica,3,0.35
Joe,Brinebarrow Intruder,Kaldheim,2,0.35
Joe,Pilfering Hawk,Kaldheim,3,0.35
Joe,Warden of Evos Isle,Commander Legends,6,0.35
Joe,Cloudkin Seer,Ravnica: Clue Edition,2,0.39
Joe,Aerial Formation,Journey into Nyx,2,0.35
Joe,Silver Raven,Adventures in the Forgotten Realms,3,0.39
Joe,Tome Raider,Throne of Eldraine,2,0.35
Joe,Shortcut Seeker,Adventures in the Forgotten Realms,3,0.35
Joe,Water Wurm,The Dark,3,0.35
Joe,Murmuring Phantasm,Dragon's Maze,5,0.35
Joe,Moonfolk Puzzlemaker,Kamigawa: Neon Dynasty,2,0.35
Joe,Drowned,The Dark,3,0.39
Joe,Slickshot Vault-Buster,Outlaws of Thunder Junction,2,0.35
Joe,Mistwalker,Kaldheim,5,0.35
Joe,Stealer of Secrets,Welcome Deck 2017,2,0.35
Joe,Retraction Helix,Masters 25,3,0.35
Joe,Futurist Sentinel,Kamigawa: Neon Dynasty,2,0.35
Joe,Cloaked Siren,Conspiracy: Take the Crown,2,0.35
Joe,Merfolk Secretkeeper // Venture Deeper,Throne of Eldraine,3,0.35
Joe,Wall of Runes,Core Set 2021,2,0.35
Joe,Deny the Divine,Theros Beyond Death,2,0.35
Joe,Captain of Umbar,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Curate,Strixhaven: School of Mages,2,0.35
Joe,Tome Anima,Core Set 2021,3,0.35
Joe,True Polymorph,Adventures in the Forgotten Realms,2,0.49
Joe,Vantress Paladin,Throne of Eldraine,3,0.35
Joe,Djinni Windseer,Adventures in the Forgotten Realms,2,0.35
Joe,Rakshasa's Disdain,Fate Reforged,5,0.35
Joe,Chronostutter,Magic 2015,2,0.35
Joe,Pixie Guide,Adventures in the Forgotten Realms,6,0.35
Joe,Cultivator Drone,Oath of the Gatewatch,2,0.35
Joe,Artificer's Assistant,Dominaria,2,0.35
Joe,Draugr Thought-Thief,Kaldheim,2,0.35
Joe,Mirrorshell Crab,Kamigawa: Neon Dynasty,2,0.35
Joe,Dreadful as the Storm,The Lord of the Rings: Tales of Middle-earth,4,0.35
Joe,Rookie Mistake,Core Set 2021,2,0.35
Joe,Bone to Ash,Core Set 2020,4,0.35
Joe,Vexing Gull,Theros Beyond Death,2,0.35
Joe,Isolation at Orthanc,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Phantom Ninja,Modern Horizons,2,0.35
Joe,Metropolis Sprite,Core Set 2020,2,0.35
Joe,Nyxborn Seaguard,Theros Beyond Death,3,0.35
Joe,Revolutionary Rebuff,Kaladesh,4,0.35
Joe,Deceive the Messenger,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Waterfall Aerialist,Strixhaven: School of Mages,3,0.35
Joe,Frost Trickster,Strixhaven: School of Mages,2,0.35
Joe,Scion of Stygia,Adventures in the Forgotten Realms,3,0.35
Joe,Stinging Lionfish,Theros Beyond Death,2,0.35
Joe,Ghost Ship,Time Spiral Timeshifted,5,0.35
Joe,Undersea Invader,Kaldheim,2,0.35
Joe,Anticipate,Core Set 2020,2,0.35
Joe,Soothing of Sméagol,The Lord of the Rings: Tales of Middle-earth,3,0.35
Joe,Dragon Turtle,Adventures in the Forgotten Realms,2,0.49
Joe,Queen of Ice // Rage of Winter,Throne of Eldraine,3,0.35
Joe,Elite Instructor,Theros Beyond Death,3,0.35
Joe,Pelargir Survivor,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Boreal Elemental,Core Set 2020,2,0.35
Joe,Janjeet Sentry,Kaladesh,4,0.35
Joe,Drunau Corpse Trawler,Innistrad Remastered,2,0.35
Joe,Frost Augur,Kaldheim,2,0.35
Joe,Frost Lynx,Core Set 2020,2,0.35
Joe,Guardians of Oboro,Kamigawa: Neon Dynasty,2,0.35
Joe,Tidal Wave,Duel Decks: Merfolk vs. Goblins,2,0.35
Joe,Bar the Gate,Adventures in the Forgotten Realms,2,0.35
Joe,Downsize,Ravnica Remastered,3,0.35
Joe,Nimrodel Watcher,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Syncopate,Innistrad Remastered,2,0.35
Joe,Winter Eladrin,Commander Legends: Battle for Baldur's Gate,2,0.35
Joe,Triton Shorestalker,Outlaws of Thunder Junction Commander,2,0.39
Joe,Oppressive Will,Saviors of Kamigawa,3,0.35
Joe,Pixie Guide,Adventures in the Forgotten Realms,4,0.35
Joe,Vodalian Arcanist,Core Set 2021,4,0.35
Joe,Frantic Inventory,Core Set 2021,2,0.35
Joe,Run Ashore,Kaldheim,2,0.35
Joe,Choking Tethers,Modern Horizons,2,0.35
Joe,Curio Vendor,Kaladesh,2,0.35
Joe,Arcane Subtraction,Strixhaven: School of Mages,2,0.35
Joe,Annul,Kaldheim,2,0.35
Joe,Mizzium Skin,Return to Ravnica,2,0.35
Joe,Thriving Turtle,Kaladesh,2,0.35
Joe,Secret Door,Adventures in the Forgotten Realms,2,0.35
Joe,Pop Quiz,Strixhaven: School of Mages,2,0.35
Joe,"Alora, Merry Thief",Commander Legends: Battle for Baldur's Gate,2,0.35
Joe,Glimmer of Genius,Aetherdrift Commander,2,0.35
Joe,Didn't Say Please,Throne of Eldraine,2,0.39
Joe,Saruman's Trickery,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Sage's Row Denizen,Core Set 2020,3,0.35
Joe,Disorient,Magic 2010,2,0.35
Joe,Guild Thief,Adventures in the Forgotten Realms,2,0.35
Joe,Voyage Home,Aetherdrift,1,0.99
Joe,Broadside Barrage,Aetherdrift,1,0.35
Joe,Haunt the Network,Aetherdrift,1,0.35
Joe,"Mimeoplasm, Revered One",Aetherdrift,1,1.29
Joe,Bartolomé del Presidio,The Lost Caverns of Ixalan,1,0.35
Joe,"Anim Pakal, Thousandth Moon",The Lost Caverns of Ixalan,1,3.99
Joe,Smoky Lounge // Misty Salon,Duskmourn: House of Horror,1,0.35
Joe,Disturbing Mirth,Duskmourn: House of Horror,1,0.35
Joe,Rite of the Moth,Duskmourn: House of Horror,1,0.35
Joe,Beastie Beatdown,Duskmourn: House of Horror,1,0.35
Joe,Peer Past the Veil,Duskmourn: House of Horror,1,0.49
Joe,Drag to the Roots,Duskmourn: House of Horror,1,0.35
Joe,Roaring Furnace // Steaming Sauna,Duskmourn: House of Horror,1,0.49
Joe,Growing Dread,Duskmourn: House of Horror,1,0.35
Joe,Restricted Office // Lecture Hall,Duskmourn: House of Horror,1,0.49
Joe,"Victor, Valgavoth's Seneschal",Duskmourn: House of Horror,1,0.49
Joe,Fear of Infinity,Duskmourn: House of Horror,1,0.35
Joe,Gremlin Tamer,Duskmourn: House of Horror,1,0.35
Joe,Broodspinner,Duskmourn: House of Horror,1,0.35
Joe,Sawblade Skinripper,Duskmourn: House of Horror,1,0.35
Joe,Undead Sprinter,Duskmourn: House of Horror,1,0.49
Joe,Shrewd Storyteller,Duskmourn: House of Horror,1,0.35
Joe,Skullsnap Nuisance,Duskmourn: House of Horror,1,0.35
Joe,"Winter, Cursed Rider",Aetherdrift,1,0.49
Joe,Oblivious Bookworm,Duskmourn: House of Horror,1,0.35
Joe,Wildfire Wickerfolk,Duskmourn: House of Horror,2,0.35
Joe,Thundering Broodwagon,Aetherdrift,2,0.35
Joe,Inquisitive Glimmer,Duskmourn: House of Horror,2,0.35
Joe,Intruding Soulrager,Duskmourn: House of Horror,2,0.35
Joe,Crash and Burn,Aetherdrift,1,0.35
Joe,Pedal to the Metal,Aetherdrift,1,0.35
Joe,Impossible Inferno,Duskmourn: House of Horror,1,0.35
Joe,Painter's Studio // Defaced Gallery,Duskmourn: House of Horror,1,0.35
Joe,Skewer the Critics,Breaking News,1,0.35
Joe,Vengeful Possession,Duskmourn: House of Horror,1,0.35
Joe,Trial of Agony,Duskmourn: House of Horror,1,0.35
Joe,Grab the Prize,Duskmourn: House of Horror,1,0.35
Joe,Highway Robbery,Outlaws of Thunder Junction,1,0.35
Joe,Infernal Phantom,Duskmourn: House of Horror,1,0.35
Joe,Ragged Playmate,Duskmourn: House of Horror,1,0.35
Joe,Clamorous Ironclad,Aetherdrift,1,0.35
Joe,Ripchain Razorkin,Duskmourn: House of Horror,1,0.35
Joe,Gilded Ghoda,Aetherdrift,1,0.35
Joe,Burner Rocket,Aetherdrift,1,0.35
Joe,Fear of Burning Alive,Duskmourn: House of Horror,1,0.35
Joe,Pacesetter Paragon,Aetherdrift,1,0.35
Joe,Diversion Specialist,Duskmourn: House of Horror,1,0.35
Joe,Fear of Being Hunted,Duskmourn: House of Horror,1,0.35
Joe,Alania's Pathmaker,Bloomburrow,1,0.35
Joe,Teapot Slinger,Bloomburrow,1,0.35
Joe,Furnace Punisher,Phyrexia: All Will Be One,1,0.35
Joe,Shrapnel Slinger,Phyrexia: All Will Be One,1,0.35
Joe,Clockwork Percussionist,Duskmourn: House of Horror,3,0.35
Joe,Piggy Bank,Duskmourn: House of Horror,2,0.35
Joe,Scorching Dragonfire,Duskmourn: House of Horror,3,0.35
Joe,Turn Inside Out,Duskmourn: House of Horror,2,0.35
Joe,Rampaging Soulrager,Duskmourn: House of Horror,4,0.35
Joe,Betrayer's Bargain,Duskmourn: House of Horror,2,0.35
Joe,Bedhead Beastie,Duskmourn: House of Horror,3,0.35
Joe,Glassworks // Shattered Yard,Duskmourn: House of Horror,2,0.35
Joe,Vicious Clown,Duskmourn: House of Horror,3,0.35
Joe,Most Valuable Slayer,Duskmourn: House of Horror,4,0.35
Joe,Hand That Feeds,Duskmourn: House of Horror,3,0.35
Joe,Boilerbilges Ripper,Duskmourn: House of Horror,4,0.35
Joe,Ticket Booth // Tunnel of Hate,Duskmourn: House of Horror,2,0.35
Joe,Hauntwoods Shrieker,Duskmourn: House of Horror,2,1.99
Joe,"Altanak, the Thrice-Called",Duskmourn: House of Horror,1,0.35
Joe,Balustrade Wurm,Duskmourn: House of Horror,1,0.49
Joe,Hedge Shredder,Duskmourn: House of Horror,1,2.79
Joe,Sakura-Tribe Elder,Duskmourn: House of Horror Commander,1,1.49
Joe,Rootwise Survivor,Duskmourn: House of Horror,1,0.35
Joe,"Rishkar, Peema Renegade",Bloomburrow Commander,1,0.49
Joe,Basking Broodscale,Modern Horizons 3,1,0.35
Joe,Fang Guardian,Aetherdrift,1,0.35
Joe,Apothecary Stomper,Foundations,1,0.35
Joe,Enduring Vitality,Duskmourn: House of Horror,1,9.49
Joe,Molt Tender,Aetherdrift,1,0.49
Joe,Treeguard Duo,Bloomburrow,1,0.35
Joe,Axebane Ferox,Murders at Karlov Manor,1,0.49
Joe,"Terrian, World Tyrant",Aetherdrift,1,0.35
Joe,Migrating Ketradon,Aetherdrift,1,0.35
Joe,Jibbirik Omnivore,Aetherdrift,1,0.35
Joe,Silken Strength,Aetherdrift,1,0.35
Joe,Point the Way,Aetherdrift,1,0.35
Joe,Greenhouse // Rickety Gazebo,Duskmourn: House of Horror,1,0.35
Joe,Moldering Gym // Weight Room,Duskmourn: House of Horror,1,0.35
Joe,Beast Within,Bloomburrow Commander,1,1.99
Joe,Inspiring Call,Foundations,1,0.49
Joe,Break Down the Door,Duskmourn: House of Horror,1,0.35
Joe,Under the Skin,Duskmourn: House of Horror,1,0.35
Joe,Coordinated Clobbering,Duskmourn: House of Horror,1,0.35
Joe,Shamanic Revelation,Bloomburrow Commander,1,1.79
Joe,Cultivate,Tales of Middle-earth Commander,1,1.29
Joe,Rampant Growth,Duskmourn: House of Horror Commander,1,0.99
Joe,Explore,Outlaws of Thunder Junction Commander,1,0.35
Joe,Cathartic Parting,Duskmourn: House of Horror,1,0.35
Joe,Under the Skin,Duskmourn: House of Horror,1,0.35
Joe,Say Its Name,Duskmourn: House of Horror,4,0.35
Joe,Leyline of Mutation,Duskmourn: House of Horror,1,0.49
Joe,Frantic Strength,Duskmourn: House of Horror,2,0.35
Joe,Overgrown Zealot,Duskmourn: House of Horror,2,0.35
Joe,Wickerfolk Thresher,Duskmourn: House of Horror,2,0.35
Joe,House Cartographer,Duskmourn: House of Horror,2,0.35
Joe,Anthropede,Duskmourn: House of Horror,3,0.35
Joe,Defiant Survivor,Duskmourn: House of Horror,2,0.35
Joe,Horrid Vigor,Duskmourn: House of Horror,2,0.35
Joe,Bashful Beastie,Duskmourn: House of Horror,3,0.35
Joe,Spineseeker Centipede,Duskmourn: House of Horror,4,0.35
Joe,Manifest Dread,Duskmourn: House of Horror,2,0.35
Joe,Monstrous Emergence,Duskmourn: House of Horror,4,0.35
Joe,Cautious Survivor,Duskmourn: House of Horror,3,0.35
Joe,Cryptid Inspector,Duskmourn: House of Horror,3,0.35
Joe,Fear of Exposure,Duskmourn: House of Horror,2,0.35
Joe,Threats Around Every Corner,Duskmourn: House of Horror,2,0.35
Joe,Insidious Fungus,Duskmourn: House of Horror,2,0.99
Joe,Flesh Burrower,Duskmourn: House of Horror,5,0.35
Joe,Wary Watchdog,Duskmourn: House of Horror,3,0.35
Joe,Grasping Longneck,Duskmourn: House of Horror,2,0.35
Joe,Slavering Branchsnapper,Duskmourn: House of Horror,2,0.35
Joe,Patchwork Beastie,Duskmourn: House of Horror,2,0.35
Joe,Syphon Fuel,Aetherdrift,1,0.35
Joe,Risky Shortcut,Aetherdrift,1,0.35
Joe,Streaking Oilgorger,Aetherdrift,1,0.35
Joe,Osseous Sticktwister,Duskmourn: House of Horror,1,0.35
Joe,Deathless Pilot,Aetherdrift,1,0.35
Joe,Vile Mutilator,Duskmourn: House of Horror,1,0.35
Joe,Intimidation Tactics,Aetherdrift,1,0.35
Joe,Final Vengeance,Duskmourn: House of Horror,1,0.35
Joe,Grievous Wound,Duskmourn: House of Horror,1,0.59
Joe,Leyline of the Void,Duskmourn: House of Horror,1,0.79
Joe,Withering Torment,Duskmourn: House of Horror,1,3.49
Joe,Valgavoth's Faithful,Duskmourn: House of Horror,2,0.35
Joe,Murder,Duskmourn: House of Horror,2,0.35
Joe,Grand Entryway // Elegant Rotunda,Duskmourn: House of Horror,1,0.35
Joe,Trapped in the Screen,Duskmourn: House of Horror,1,0.35
Joe,Lightwheel Enhancements,Aetherdrift,1,0.35
Joe,Veil of Assimilation,Phyrexia: All Will Be One,1,0.35
Joe,Unidentified Hovership,Duskmourn: House of Horror,1,0.49
Joe,Generous Gift,The Lost Caverns of Ixalan Commander,1,1.49
Joe,Stroke of Midnight,Foundations,1,1.29
Joe,Rabbit Response,Bloomburrow,1,0.35
Joe,Crumb and Get It,Bloomburrow,1,0.35
Joe,Getaway Glamer,Outlaws of Thunder Junction,1,0.35
Joe,Unwanted Remake,Duskmourn: House of Horror,1,0.35
Joe,Optimistic Scavenger,Duskmourn: House of Horror,1,0.99
Joe,Exorcise,Duskmourn: House of Horror,1,0.99
Joe,Fear of Abduction,Duskmourn: House of Horror,1,0.35
Joe,Flowerfoot Swordmaster,Bloomburrow,1,0.35
Joe,Mandible Justiciar,Phyrexia: All Will Be One,1,0.35
Joe,Terramorphic Expanse,Duskmourn: House of Horror,1,0.35
Joe,Orthodoxy Enforcer,Phyrexia: All Will Be One,1,0.35
Joe,Savior of the Small,Duskmourn: House of Horror,1,0.35
Joe,Ghostly Dancers,Duskmourn: House of Horror,1,0.59
Joe,Envoy of the Ancestors,Modern Horizons 3,1,0.49
Joe,Brightfield Glider,Aetherdrift,1,0.35
Joe,Unswerving Sloth,Aetherdrift,1,0.35
Joe,Cult Healer,Duskmourn: House of Horror,3,0.35
Joe,Orphans of the Wheat,Duskmourn: House of Horror,2,0.35
Joe,Fear of Immobility,Duskmourn: House of Horror,4,0.35
Joe,Veteran Survivor,Duskmourn: House of Horror,2,0.35
Joe,Friendly Ghost,Duskmourn: House of Horror,3,0.35
Joe,Unsettling Twins,Duskmourn: House of Horror,4,0.35
Joe,Seized from Slumber,Duskmourn: House of Horror,2,0.35
Joe,Patched Plaything,Duskmourn: House of Horror,2,0.35
Joe,Glimmer Seeker,Duskmourn: House of Horror,2,0.35
Joe,Hardened Escort,Duskmourn: House of Horror,2,0.35
Joe,Possessed Goat,Duskmourn: House of Horror,4,0.35
Joe,Shepherding Spirits,Duskmourn: House of Horror,3,0.35
Joe,Fear of Surveillance,Duskmourn: House of Horror,2,0.35
Joe,Jump Scare,Duskmourn: House of Horror,2,0.35
Joe,Living Phone,Duskmourn: House of Horror,2,0.35
Joe,Acrobatic Cheerleader,Duskmourn: House of Horror,3,0.35
Joe,Rustler Rampage,Outlaws of Thunder Junction,2,0.35
Joe,Sterling Supplier,Outlaws of Thunder Junction,2,0.35
Joe,Rosie Cotton of South Lane,The Lord of the Rings: Tales of Middle-earth,2,0.35
Joe,Don't Make a Sound,Duskmourn: House of Horror,2,0.35
Joe,Phantom Interference,Outlaws of Thunder Junction,1,0.35
Joe,Faceless One,Commander Legends: Battle for Baldur's Gate,1,0.35
Joe,Bounce Off,Aetherdrift,1,0.35
Joe,Bottomless Pool // Locker Room,Duskmourn: House of Horror,1,0.35
Joe,"Stay Hidden, Stay Silent",Duskmourn: House of Horror,1,0.35
Joe,Duskmourn's Domination,Duskmourn: House of Horror,1,0.35
Joe,Unnerving Grasp,Duskmourn: House of Horror,1,0.35
Joe,Stall Out,Aetherdrift,1,0.35
Joe,Seize the Secrets,Outlaws of Thunder Junction,1,0.35
Joe,Stock Up,Aetherdrift,1,2.99
Joe,Erratic Apparition,Duskmourn: House of Horror,1,0.35
Joe,Fear of Isolation,Duskmourn: House of Horror,1,0.69
Joe,Entity Tracker,Duskmourn: House of Horror,1,2.29
Joe,The Mindskinner,Duskmourn: House of Horror,1,1.99
Joe,Piranha Fly,Duskmourn: House of Horror,3,0.35
Joe,Scrabbling Skullcrab,Duskmourn: House of Horror,2,0.35
Joe,Fear of Impostors,Duskmourn: House of Horror,1,0.35
Joe,Unwilling Vessel,Duskmourn: House of Horror,1,0.35
Joe,Lightshell Duo,Foundations,1,0.35
Joe,Chrome Prowler,Phyrexia: All Will Be One,1,0.35
Joe,Paranormal Analyst,Duskmourn: House of Horror,1,0.35
Joe,Floodpits Drowner,Duskmourn: House of Horror,1,1.29
Joe,Fear of Falling,Duskmourn: House of Horror,1,0.35
Joe,Skystreak Engineer,Aetherdrift,1,0.35
